"","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_uri","duration_ms","time_signature","album_uri","track_number","track_name","album_name","album_img","album_release_date","album_release_year","artist_img"
"71",0.879,0.402,1,-7.632,1,0.454,0.00529,NA,0.0688,0.768,94.508,"4R8XY2fcKNW4zNug9Y1WLJ",158733,4,"0FH3WsTCWaDmfpEojJ4sN2",11,"Busta's Lament","The Love Movement","https://i.scdn.co/image/dfe63b9464322201c4e0954ebc290a1b33a02349","1998",1998,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"72",0.883,0.433,6,-10.693,1,0.42,0.187,NA,0.275,0.792,97.059,"0Iy7Z3RfJdCiukKTm0Qqcg",195800,4,"0FH3WsTCWaDmfpEojJ4sN2",12,"Hot 4 U","The Love Movement","https://i.scdn.co/image/dfe63b9464322201c4e0954ebc290a1b33a02349","1998",1998,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"73",0.901,0.495,1,-8.468,1,0.468,0.0675,0.000186,0.15,0.674,95.965,"532c24fiOVHY7iM28Y3r54",238800,4,"0FH3WsTCWaDmfpEojJ4sN2",13,"Against The World","The Love Movement","https://i.scdn.co/image/dfe63b9464322201c4e0954ebc290a1b33a02349","1998",1998,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"74",0.796,0.459,6,-8.443,0,0.355,0.195,NA,0.141,0.847,94.116,"6eoecTNy8OfZnS7QiTOMTy",242933,4,"0FH3WsTCWaDmfpEojJ4sN2",14,"The Love","The Love Movement","https://i.scdn.co/image/dfe63b9464322201c4e0954ebc290a1b33a02349","1998",1998,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"75",0.926,0.532,6,-12.841,1,0.291,0.069,0,0.0619,0.878,93.352,"2xK48geuNoJAGW1tT073N6",257493,4,"0FH3WsTCWaDmfpEojJ4sN2",15,"Rock Rock Y'all","The Love Movement","https://i.scdn.co/image/dfe63b9464322201c4e0954ebc290a1b33a02349","1998",1998,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"76",0.853,0.6,10,-6.466,0,0.306,0.0289,0,0.0688,0.618,102,"4oh0d3stA4IVladYDptfyL",317760,4,"0FH3WsTCWaDmfpEojJ4sN2",16,"Scenario - Remix","The Love Movement","https://i.scdn.co/image/dfe63b9464322201c4e0954ebc290a1b33a02349","1998",1998,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"77",0.92,0.428,6,-7.654,1,0.189,0.302,0.0112,0.243,0.538,93.517,"0wmZOCWtc9OfUTkR5isTzi",262373,4,"0FH3WsTCWaDmfpEojJ4sN2",17,"Money Maker","The Love Movement","https://i.scdn.co/image/dfe63b9464322201c4e0954ebc290a1b33a02349","1998",1998,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"78",0.924,0.555,6,-9.824,1,0.298,0.035,NA,0.193,0.668,100.061,"2Y5f3YbTqkIVv9M6jxfzwN",165667,4,"0FH3WsTCWaDmfpEojJ4sN2",18,"Hot Sex","The Love Movement","https://i.scdn.co/image/dfe63b9464322201c4e0954ebc290a1b33a02349","1998",1998,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"79",0.867,0.448,6,-5.413,1,0.181,0.017,0.000424,0.107,0.804,93.899,"57JqXD9iiyCvrxVFGVLqFj",241627,4,"0FH3WsTCWaDmfpEojJ4sN2",19,"Oh My God - Remix","The Love Movement","https://i.scdn.co/image/dfe63b9464322201c4e0954ebc290a1b33a02349","1998",1998,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"80",0.691,0.845,11,-7.89,1,0.261,0.0213,0,0.242,0.648,92.566,"6KpS6WqJSjSFPIGs9wqf4u",258640,4,"0FH3WsTCWaDmfpEojJ4sN2",20,"Jazz (We've Got) - Re-Recording","The Love Movement","https://i.scdn.co/image/dfe63b9464322201c4e0954ebc290a1b33a02349","1998",1998,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"81",0.612,0.705,1,-5.898,1,0.352,0.427,0,0.658,0.521,101.876,"203xmWRHAyqwW6AkGkhhVM",341040,4,"3WvQpufOsPzkZvcSuynCf3",1,"The Space Program","We got it from Here... Thank You 4 Your service","https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26","2016-11-11",2016,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"82",0.71,0.805,1,-5.471,1,0.0637,0.00909,0,0.141,0.895,92.601,"3wUX7HpXS382s1DHTRouVk",172013,4,"3WvQpufOsPzkZvcSuynCf3",2,"We The People....","We got it from Here... Thank You 4 Your service","https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26","2016-11-11",2016,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"83",0.795,0.604,5,-6.124,0,0.331,0.253,NA,0.641,0.697,92.517,"3z40poMPmOkS6799tbXGKz",172760,4,"3WvQpufOsPzkZvcSuynCf3",3,"Whateva Will Be","We got it from Here... Thank You 4 Your service","https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26","2016-11-11",2016,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"84",0.67,0.684,9,-6.053,0,0.401,0.311,0.000274,0.181,0.452,146.054,"5OzOQRssjhxaBj0xd78Z2w",223347,4,"3WvQpufOsPzkZvcSuynCf3",4,"Solid Wall of Sound","We got it from Here... Thank You 4 Your service","https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26","2016-11-11",2016,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"85",0.739,0.79,2,-5.307,1,0.103,0.0674,0,0.352,0.639,96.055,"2Pp3QD3thPnk2kCxmu2MHK",213373,4,"3WvQpufOsPzkZvcSuynCf3",5,"Dis Generation","We got it from Here... Thank You 4 Your service","https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26","2016-11-11",2016,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"86",0.837,0.521,1,-6.215,1,0.196,0.0206,0.000591,0.327,0.795,94.995,"3awU4bBZTmisGbeJJ4xb3c",228480,4,"3WvQpufOsPzkZvcSuynCf3",6,"Kids...","We got it from Here... Thank You 4 Your service","https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26","2016-11-11",2016,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"87",0.693,0.494,1,-8.801,1,0.143,0.291,0.055,0.101,0.429,94.254,"366xKgsZ8bFjIhG7JjfCkj",284693,4,"3WvQpufOsPzkZvcSuynCf3",7,"Melatonin","We got it from Here... Thank You 4 Your service","https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26","2016-11-11",2016,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"88",0.676,0.57,2,-7.23,1,0.0652,0.251,0.000663,0.295,0.226,77.381,"1WvGWCDuj0dfRpuBuYecXp",200693,4,"3WvQpufOsPzkZvcSuynCf3",8,"Enough!!","We got it from Here... Thank You 4 Your service","https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26","2016-11-11",2016,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"89",0.751,0.754,7,-4.741,1,0.274,0.155,0.00479,0.111,0.376,92.207,"0Zo2Sc9OLyAql82M85GI4J",171707,4,"3WvQpufOsPzkZvcSuynCf3",9,"Mobius","We got it from Here... Thank You 4 Your service","https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26","2016-11-11",2016,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"90",0.879,0.575,1,-6.175,1,0.281,0.0851,NA,0.55,0.595,95.008,"1qju0WsEHiDZoOBBDp8aAk",183587,4,"3WvQpufOsPzkZvcSuynCf3",10,"Black Spasmodic","We got it from Here... Thank You 4 Your service","https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26","2016-11-11",2016,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"91",0.648,0.756,1,-6.166,1,0.229,0.184,NA,0.177,0.62,89.304,"0ztZ65BrWKvcPuQPR6LTZw",163933,4,"3WvQpufOsPzkZvcSuynCf3",11,"The Killing Season","We got it from Here... Thank You 4 Your service","https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26","2016-11-11",2016,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"92",0.51,0.752,10,-7.812,0,0.396,0.337,NA,0.0974,0.318,183.448,"2J8MwNEqmnhwbVQoqG7tnh",259027,4,"3WvQpufOsPzkZvcSuynCf3",12,"Lost Somebody","We got it from Here... Thank You 4 Your service","https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26","2016-11-11",2016,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"93",0.608,0.58,0,-6.504,1,0.314,0.321,NA,0.0804,0.709,88.937,"4Ek1h5KnIkB6Pi2Bt1lV8m",281613,4,"3WvQpufOsPzkZvcSuynCf3",13,"Movin Backwards","We got it from Here... Thank You 4 Your service","https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26","2016-11-11",2016,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"94",0.675,0.608,1,-7.233,1,0.0836,0.602,0.0387,0.103,0.232,95.245,"3MDcFMG1AYBPcRpYOdwDYl",211987,4,"3WvQpufOsPzkZvcSuynCf3",14,"Conrad Tokyo","We got it from Here... Thank You 4 Your service","https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26","2016-11-11",2016,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"95",0.629,0.704,11,-5.52,1,0.277,0.225,0,0.11,0.639,177.92,"51Ru43YjHNP2uLcPoswSu4",197440,4,"3WvQpufOsPzkZvcSuynCf3",15,"Ego","We got it from Here... Thank You 4 Your service","https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26","2016-11-11",2016,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
"96",0.74,0.6,1,-8.443,1,0.319,0.606,0.000752,0.137,0.622,96.542,"0BXZq7Np5y2kWNyH6zbrAc",322234,4,"3WvQpufOsPzkZvcSuynCf3",16,"The Donald","We got it from Here... Thank You 4 Your service","https://i.scdn.co/image/5a609c7f19aeda2908311276e35557eed15d0e26","2016-11-11",2016,"https://i.scdn.co/image/6f987ab74c72f0c50b19b05ea775bc4033c57706"
